index,episode,map,start,action,psnr_dec,lpips_dec,copy_psnr_dec,latent_mse,hud_psnr_dec,psnr_raw,lpips_raw,copy_psnr_raw,vae_psnr,vae_lpips,hud_psnr_raw,hud_vae_psnr
48,0,16,48,5,22.938430786132812,0.3312380909919739,22.491622924804688,0.35265228152275085,37.75468063354492,22.376991271972656,0.3376834988594055,22.04863739013672,31.34088134765625,0.04755931347608566,31.05333137512207,31.66307830810547
69,0,16,69,15,16.898555755615234,0.44626906514167786,20.82839584350586,0.3811962902545929,32.76892852783203,16.70392608642578,0.4524898827075958,20.374792098999023,30.05573272705078,0.05052303522825241,29.902074813842773,32.428611755371094
88,0,16,88,7,18.77487564086914,0.4591274857521057,19.006425857543945,0.40215611457824707,33.33677673339844,18.57588768005371,0.4591028690338135,18.745433807373047,31.028152465820312,0.04302008077502251,30.540184020996094,32.2767333984375
154,0,16,154,15,20.761930465698242,0.3391401469707489,20.116455078125,0.3999241292476654,35.82624816894531,19.964157104492188,0.3430684208869934,19.42350959777832,27.215662002563477,0.04149084910750389,31.172996520996094,31.70648193359375
156,0,16,156,6,19.21246910095215,0.3471485376358032,20.3896484375,0.42130985856056213,35.882816314697266,18.51858901977539,0.35340452194213867,19.50452995300293,26.764507293701172,0.045700281858444214,32.80474853515625,32.477806091308594
308,0,16,372,22,19.395797729492188,0.5137417316436768,19.037662506103516,0.43610110878944397,32.85638427734375,18.892976760864258,0.5357736945152283,18.570573806762695,27.65076446533203,0.06694433838129044,30.880447387695312,30.41274642944336
322,0,16,386,9,21.781787872314453,0.4336163401603699,20.425966262817383,0.3608982563018799,34.351165771484375,20.73579978942871,0.45184603333473206,19.569124221801758,26.30496597290039,0.07125372439622879,30.6899356842041,31.488731384277344
452,0,16,516,9,18.737817764282227,0.48025402426719666,17.968952178955078,0.42243510484695435,32.391056060791016,17.962888717651367,0.4927598237991333,17.316463470458984,25.180194854736328,0.06129251420497894,28.559162139892578,29.385061264038086
536,0,16,600,15,19.525005340576172,0.46460530161857605,13.901985168457031,0.4401721656322479,32.17647933959961,18.763235092163086,0.4704914093017578,13.667448043823242,26.30674171447754,0.0467318519949913,27.774133682250977,28.213970184326172
701,0,16,765,9,15.727843284606934,0.4589928090572357,15.859834671020508,0.4045795500278473,27.449020385742188,15.302704811096191,0.47769907116889954,15.429349899291992,25.198070526123047,0.06609655171632767,25.04521942138672,27.977054595947266
763,0,16,827,22,14.821104049682617,0.5507783889770508,17.21463966369629,0.506626546382904,29.756141662597656,14.381489753723145,0.5670899152755737,16.46126937866211,23.94405174255371,0.09004571288824081,27.586763381958008,28.496936798095703
772,0,16,836,9,15.790050506591797,0.5602343082427979,16.49820327758789,0.4709129333496094,21.744728088378906,15.332239151000977,0.5736507177352905,15.951367378234863,25.169971466064453,0.06512659788131714,20.94725799560547,27.73479461669922
798,0,16,862,6,20.48652458190918,0.34041815996170044,21.84556007385254,0.37176713347435,29.260923385620117,19.950908660888672,0.3439682126045227,21.092626571655273,28.15364646911621,0.04226023703813553,26.162578582763672,27.146259307861328
821,0,16,917,5,25.17151641845703,0.2975165843963623,22.45395851135254,0.3092479705810547,34.855533599853516,23.36944580078125,0.3025059998035431,21.308597564697266,26.868633270263672,0.08326733112335205,30.268117904663086,30.114152908325195
913,0,16,1009,15,22.602275848388672,0.4013131856918335,22.658935546875,0.4202842712402344,28.438678741455078,21.425809860229492,0.42316898703575134,21.423694610595703,26.445053100585938,0.07605281472206116,25.876874923706055,27.872913360595703
914,0,16,1010,15,23.517454147338867,0.44835108518600464,21.779766082763672,0.39492741227149963,29.430126190185547,22.04372215270996,0.46465227007865906,20.705564498901367,26.30059242248535,0.07819073647260666,26.608064651489258,27.991464614868164
927,0,16,1023,15,23.215679168701172,0.3719184100627899,19.644010543823242,0.34911155700683594,28.50164031982422,21.790088653564453,0.39928144216537476,18.896595001220703,26.174123764038086,0.08806481212377548,26.33831787109375,26.459062576293945
964,0,16,1060,15,24.43849754333496,0.4150923788547516,23.675457000732422,0.3701929450035095,28.357776641845703,22.789276123046875,0.43575572967529297,22.06856918334961,26.553876876831055,0.09587176144123077,26.028884887695312,26.59781265258789
1086,0,16,1214,22,17.371814727783203,0.45281848311424255,16.915510177612305,0.4514431953430176,32.59325408935547,16.743213653564453,0.46294957399368286,16.336467742919922,25.096420288085938,0.07619412243366241,28.885021209716797,29.795093536376953
1190,1,17,76,14,16.784297943115234,0.48383423686027527,15.013228416442871,0.5086106061935425,35.81744384765625,16.328245162963867,0.5014188289642334,14.699413299560547,26.1082763671875,0.08177334815263748,30.588054656982422,31.151290893554688
1195,1,17,81,15,20.287059783935547,0.3644043207168579,17.14592742919922,0.4067690074443817,32.96397399902344,18.878341674804688,0.3746917247772217,16.39515495300293,23.944128036499023,0.07903127372264862,28.604110717773438,31.183259963989258
1205,1,17,91,9,25.07453727722168,0.4395279288291931,20.76012420654297,0.38840627670288086,34.22456359863281,23.477710723876953,0.4596720337867737,20.056053161621094,27.829193115234375,0.07849229872226715,30.287975311279297,30.647363662719727
1284,1,17,170,9,21.17379379272461,0.4430695176124573,20.825855255126953,0.40234246850013733,35.40357208251953,20.066532135009766,0.46450281143188477,19.77474594116211,25.940261840820312,0.07330121099948883,29.51300621032715,30.517311096191406
1438,1,17,324,15,20.00039291381836,0.45390447974205017,20.06157875061035,0.4267216622829437,34.20814895629883,19.16600799560547,0.4614296555519104,19.2152099609375,26.686351776123047,0.05779443681240082,27.604793548583984,28.484800338745117
1524,1,17,442,6,22.130640029907227,0.4622805714607239,19.930389404296875,0.4435999095439911,34.8466796875,20.700780868530273,0.48151424527168274,18.955862045288086,25.415782928466797,0.0851391926407814,30.45290184020996,31.009523391723633
1620,1,17,538,5,21.73984146118164,0.32970118522644043,21.830345153808594,0.3800961971282959,33.29889678955078,21.13631820678711,0.33737391233444214,21.252099990844727,29.666831970214844,0.03862746059894562,30.40404510498047,32.09424591064453
1700,1,17,618,9,21.48103904724121,0.34989672899246216,19.317203521728516,0.3638507127761841,32.339515686035156,20.414356231689453,0.35885268449783325,18.591094970703125,25.951866149902344,0.0596364289522171,29.103757858276367,29.435110092163086
1728,1,17,678,5,21.43136978149414,0.4503028392791748,21.832382202148438,0.42871055006980896,35.9847297668457,20.609033584594727,0.4546894133090973,20.839635848999023,27.543859481811523,0.07270225137472153,31.81808853149414,32.01258087158203
1741,1,17,691,20,15.860005378723145,0.5056623220443726,16.559249877929688,0.4826376140117645,36.315948486328125,15.626002311706543,0.5071632266044617,16.2862548828125,27.763214111328125,0.04227444529533386,30.40654754638672,30.434206008911133
1801,1,17,751,15,18.108901977539062,0.4717808663845062,17.37837028503418,0.4874889552593231,33.25474548339844,17.693450927734375,0.4777557849884033,17.02667999267578,28.75056266784668,0.0523628294467926,29.074901580810547,30.003562927246094
1832,1,17,782,5,22.84250259399414,0.33030569553375244,21.51763153076172,0.4221135079860687,35.77571487426758,21.57943344116211,0.3360021412372589,20.509042739868164,26.732810974121094,0.07663295418024063,29.61235809326172,29.504806518554688
1876,1,17,826,5,22.17949104309082,0.38654592633247375,21.346940994262695,0.39925891160964966,32.766876220703125,21.00459861755371,0.41763854026794434,20.31642723083496,26.664615631103516,0.07727409154176712,28.996543884277344,30.51311492919922
1884,1,17,834,7,16.62193489074707,0.4875127375125885,19.995332717895508,0.48636507987976074,33.96345138549805,16.17327308654785,0.5074741840362549,19.10041618347168,25.97256088256836,0.07468832284212112,29.52064323425293,30.05215835571289
