set,map,episode,role,cluster,frames,lives,valid_fraction,motion_mean,n_eff,D,nearest,D_motion,nearest_motion,D_uniform,nearest_uniform,D_pooled,D_pooled_motion,D_pooled_uniform,d_2,d_3,d_4,d_5,d_motion_2,d_motion_3,d_motion_4,d_motion_5,d_uniform_2,d_uniform_3,d_uniform_4,d_uniform_5
arenas_678,6,60,primary,arena,250,8,0.954360228198859,34.3324503537108,227.40726353587263,0.17803669873513464,3,0.17803669873513464,3,0.18105319345914286,3,0.2304254092033313,0.2304254092033313,0.23019810506878058,0.2837439174933305,0.17803669873513464,0.28106222842997297,0.24928003379596994,0.2837439174933305,0.17803669873513464,0.28106222842997297,0.24928003379596994,0.2870279647366372,0.18105319345914286,0.2762924955391967,0.2500402180027217
arenas_678,6,63,primary,arena,250,9,0.947787069141342,39.51206507979502,246.6054038151655,0.1952619471268686,3,0.1952619471268686,3,0.19569743429252268,3,0.247636355419801,0.247636355419801,0.24871884212220946,0.30243844384153923,0.1952619471268686,0.2991220536792008,0.2633753084994709,0.30243844384153923,0.1952619471268686,0.2991220536792008,0.2633753084994709,0.3084144087145464,0.19569743429252268,0.2997985970004091,0.2613965000710429
arenas_678,6,66,primary,arena,250,10,0.9407894736842105,40.01130258576019,246.3208260313933,0.2096385827139303,3,0.2096385827139303,3,0.20830939656639677,3,0.2640734661330992,0.2640734661330992,0.2639128695389837,0.3164757298688917,0.2096385827139303,0.3175818253853815,0.27419654284524125,0.3164757298688917,0.2096385827139303,0.3175818253853815,0.27419654284524125,0.321227611257512,0.20830939656639677,0.31691879486195157,0.27147695749499673
arenas_678,6,69,primary,arena,250,10,0.9407894736842105,38.566652447132206,242.77543337043167,0.17093104059818315,3,0.17093104059818315,3,0.17147590084026218,3,0.22310645108041718,0.22310645108041718,0.22364789928563808,0.2788598641036255,0.17093104059818315,0.27567530247352795,0.24384763389075803,0.2788598641036255,0.17093104059818315,0.27567530247352795,0.24384763389075803,0.28442733548842436,0.17147590084026218,0.27571295097636844,0.2417974206403425
arenas_678,6,72,primary,arena,250,6,0.9681274900398407,39.37735858446508,245.84529215537657,0.19381551492260482,3,0.19381551492260482,3,0.1926355719640733,3,0.2436115964927849,0.2436115964927849,0.24257555446965728,0.2968615193140679,0.19381551492260482,0.2954035424302483,0.25850881733142744,0.2968615193140679,0.19381551492260482,0.2954035424302483,0.25850881733142744,0.30063144442885636,0.1926355719640733,0.2934398652189702,0.2551576918922663
arenas_678,6,75,primary,arena,250,10,0.9406552647846693,39.378446876398215,244.43271753160445,0.18300208381453179,3,0.18300208381453179,3,0.18147080454978312,3,0.23809937255485408,0.23809937255485408,0.23760523925166702,0.29295860178787825,0.18300208381453179,0.29325368905837795,0.2518859702143094,0.29295860178787825,0.18300208381453179,0.29325368905837795,0.2518859702143094,0.29742983461880834,0.18147080454978312,0.29237794818974977,0.24911298187842743
arenas_678,6,78,primary,arena,250,7,0.9614535233888777,37.81989140738209,240.39842115215808,0.1596745679386088,3,0.1596745679386088,3,0.15708262857325936,3,0.2014593022810719,0.2014593022810719,0.1965596720726711,0.262507530792315,0.1596745679386088,0.2594725775734589,0.2160494846424859,0.262507530792315,0.1596745679386088,0.2594725775734589,0.2160494846424859,0.2620038565598032,0.15708262857325936,0.2531402201990119,0.20944667637880796
arenas_678,6,81,primary,arena,250,8,0.9546742209631728,39.217066031513355,246.65376081823985,0.17019368463983833,3,0.17019368463983833,3,0.17019846676842437,3,0.21701663235303517,0.21701663235303517,0.21691573416304766,0.2755345137586646,0.17019368463983833,0.2711020976593183,0.23556445451468103,0.2755345137586646,0.17019368463983833,0.2711020976593183,0.23556445451468103,0.2801337643837353,0.17019846676842437,0.2707892198142648,0.2324636228718176
arenas_678,6,84,primary,arena,250,8,0.9546742209631728,39.36804960029254,246.28094437823887,0.17003041288037263,3,0.17003041288037263,3,0.1694078265701521,3,0.2243728018241414,0.2243728018241414,0.2242659106646115,0.2814868468376053,0.17003041288037263,0.27835749922163844,0.24542230021112807,0.2814868468376053,0.17003041288037263,0.27835749922163844,0.24542230021112807,0.2865227768988291,0.1694078265701521,0.2782555679584019,0.24192861952948466
arenas_678,6,87,primary,arena,250,3,0.9875413665563558,26.27427631906315,196.30617320344422,0.1964860986041196,3,0.1964860986041196,3,0.22696155824690753,3,0.22439018595859597,0.22439018595859597,0.25126740843059486,0.27690594980349026,0.1964860986041196,0.2665435689970593,0.24881815129578902,0.27690594980349026,0.1964860986041196,0.2665435689970593,0.24881815129578902,0.29650952290712285,0.22696155824690753,0.27870743340405907,0.2799971273761394
