set,map,episode,role,cluster,frames,lives,valid_fraction,motion_mean,n_eff,D,nearest,D_motion,nearest_motion,D_uniform,nearest_uniform,D_pooled,D_pooled_motion,D_pooled_uniform,d_2,d_3,d_4,d_5,d_motion_2,d_motion_3,d_motion_4,d_motion_5,d_uniform_2,d_uniform_3,d_uniform_4,d_uniform_5
arenas_678,6,90,primary,arena,250,12,0.9264521521103217,52.16494296436514,240.3088717051318,0.18623263945475924,3,0.18623263945475924,3,0.1877235238977091,3,0.23969071929328273,0.23969071929328273,0.24211116688730583,0.27883902791038123,0.18623263945475924,0.31211213640515667,0.23968120244597715,0.27883902791038123,0.18623263945475924,0.31211213640515667,0.23968120244597715,0.2860116937438524,0.1877235238977091,0.31638094089461655,0.239021465710998
arenas_678,6,93,primary,arena,250,7,0.9614535233888777,50.95114708503416,236.73616034267843,0.1886772725756094,3,0.1886772725756094,3,0.18837210109379668,3,0.24072347494453047,0.24072347494453047,0.2427840186668632,0.2799551106715613,0.1886772725756094,0.3120712715221791,0.23930345487493598,0.2799551106715613,0.1886772725756094,0.3120712715221791,0.23930345487493598,0.286967337952514,0.18837210109379668,0.31533003281351574,0.23833021167095353
arenas_678,6,96,primary,arena,250,11,0.933678756476684,52.992290664718354,237.86654759631944,0.2005175698966655,3,0.2005175698966655,3,0.19719096731774155,3,0.24949268391577953,0.24949268391577953,0.24933667922022829,0.2879900857454219,0.2005175698966655,0.31916869581307405,0.2522656643468228,0.2879900857454219,0.2005175698966655,0.31916869581307405,0.2522656643468228,0.2928699503849902,0.19719096731774155,0.32124070083866424,0.24881848673536422
arenas_678,6,99,primary,arena,250,8,0.9546742209631728,50.27540422809175,238.7422580857177,0.1842235199975465,3,0.1842235199975465,3,0.18373980513777294,3,0.2309984063358278,0.2309984063358278,0.23278787494482733,0.2709276419226379,0.1842235199975465,0.2992218372479084,0.23840834486315204,0.2709276419226379,0.1842235199975465,0.2992218372479084,0.23840834486315204,0.2773561815047432,0.18373980513777294,0.30320163133391154,0.23753474725117027
arenas_678,6,102,primary,arena,250,8,0.9544807965860598,51.778592026467315,238.54163707358543,0.15649208821880384,3,0.15649208821880384,3,0.15901061653248474,3,0.21967958656472072,0.21967958656472072,0.2245894544844639,0.2640254173193107,0.15649208821880384,0.28912444786797603,0.23038911903806758,0.2640254173193107,0.15649208821880384,0.28912444786797603,0.23038911903806758,0.2745850512366527,0.15901061653248474,0.2956566783167741,0.23246662252102068
arenas_678,6,105,primary,arena,250,9,0.947787069141342,53.21736705790575,239.18282708194377,0.20375160511636428,3,0.20375160511636428,3,0.19913011656320603,3,0.2507218661681168,0.2507218661681168,0.24971538891664957,0.29001296014008954,0.20375160511636428,0.3211819193460116,0.2513803301585974,0.29001296014008954,0.20375160511636428,0.3211819193460116,0.2513803301585974,0.29402018361435217,0.19913011656320603,0.3223015143159204,0.24756668446278077
arenas_678,6,108,primary,arena,250,8,0.9546742209631728,52.01059856749189,241.70238217193287,0.18061911084262422,3,0.18061911084262422,3,0.1824557315483824,3,0.23323754187683443,0.23323754187683443,0.2371447731723595,0.2746138189603699,0.18061911084262422,0.3031357542999465,0.23819339800395306,0.2746138189603699,0.18061911084262422,0.3031357542999465,0.23819339800395306,0.28298828296127465,0.1824557315483824,0.3092685734038755,0.2384703684244086
arenas_678,6,111,primary,arena,250,10,0.9407894736842105,53.51953713525261,240.3404349036203,0.18222800482128312,3,0.18222800482128312,3,0.18230648925698853,3,0.237570106545681,0.237570106545681,0.24034788132205823,0.2803798057025262,0.18222800482128312,0.3060780896644534,0.24478676057714951,0.2803798057025262,0.18222800482128312,0.3060780896644534,0.24478676057714951,0.2883201558747521,0.18230648925698853,0.3109200274922091,0.24439987348028253
arenas_678,6,114,primary,arena,250,8,0.9546742209631728,51.84453156931968,240.79813118476133,0.1428994347158265,3,0.1428994347158265,3,0.14277410085629233,3,0.19548540055370292,0.19548540055370292,0.19553062472115754,0.23942795047287602,0.1428994347158265,0.26668030091785305,0.20723613020271692,0.23942795047287602,0.1428994347158265,0.26668030091785305,0.20723613020271692,0.24523124598327692,0.14277410085629233,0.26812257427214814,0.205002853964435
arenas_678,6,117,primary,arena,250,6,0.9681274900398407,51.18758528011617,240.2863375488063,0.1512330382884051,3,0.1512330382884051,3,0.15023022558141458,3,0.2000520608419087,0.2000520608419087,0.20011179804960838,0.24593698259557653,0.1512330382884051,0.26819936458858484,0.2115267914166405,0.24593698259557653,0.1512330382884051,0.26819936458858484,0.2115267914166405,0.2505252840345923,0.15023022558141458,0.27069455224359895,0.20864918134461374
arenas_678,7,61,primary,arena,250,15,0.904047976011994,52.6537724787087,237.5297623006318,0.3370677996549887,3,0.3370677996549887,3,0.337981201873832,3,0.3598699923936803,0.3598699923936803,0.3644052980306428,0.36492855784371125,0.3370677996549887,0.4140850085527182,0.3709185086339106,0.36492855784371125,0.3370677996549887,0.4140850085527182,0.3709185086339106,0.3741886438658608,0.337981201873832,0.4200410105408077,0.3735479024705155
arenas_678,7,64,primary,arena,250,12,0.9264521521103217,52.43807785246725,239.79824335344142,0.31730767030739876,3,0.31730767030739876,3,0.3216896790052514,3,0.34046796469540513,0.34046796469540513,0.34864311369404505,0.3478736546589716,0.31730767030739876,0.3971880496470494,0.35185703965816106,0.3478736546589716,0.31730767030739876,0.3971880496470494,0.35185703965816106,0.36108001352162067,0.3216896790052514,0.4072193063241371,0.3575183019745433
arenas_678,7,67,primary,arena,250,9,0.947787069141342,50.34167178858726,234.97053158470442,0.33564043890152623,3,0.33564043890152623,3,0.3393284693788923,3,0.3527173678283798,0.3527173678283798,0.360676938854115,0.35828153520827516,0.33564043890152623,0.40262232420527677,0.36810819480862395,0.35828153520827516,0.33564043890152623,0.40262232420527677,0.36810819480862395,0.3717586385492459,0.3393284693788923,0.4126880684934592,0.3740627332267449
arenas_678,7,70,primary,arena,250,12,0.9264521521103217,52.663830934675616,239.1812857118901,0.3380006712157492,3,0.3380006712157492,3,0.3426396160401617,3,0.3602490669533242,0.3602490669533242,0.3677206184397062,0.3642742330712934,0.3380006712157492,0.41147138241229897,0.37431897081798504,0.3642742330712934,0.3380006712157492,0.41147138241229897,0.37431897081798504,0.3769963173261047,0.3426396160401617,0.420598850122946,0.37934685420456216
arenas_678,7,73,primary,arena,250,13,0.9191068042974511,52.34145884363238,239.61659611829486,0.3471599220906464,3,0.3471599220906464,3,0.34765684006374364,3,0.36864141866708394,0.36864141866708394,0.37286751024147113,0.3720884274408083,0.3471599220906464,0.42065409064630227,0.37973484011799935,0.3720884274408083,0.3471599220906464,0.42065409064630227,0.37973484011799935,0.38119484074469073,0.34765684006374364,0.42626684523694774,0.38192863602113974
arenas_678,7,76,primary,arena,250,11,0.933678756476684,54.763064765778324,238.10922994388196,0.35216399617706745,3,0.35216399617706745,3,0.3498364587124435,3,0.3702495765374195,0.3702495765374195,0.3723729184199679,0.38148139767956246,0.35216399617706745,0.4240005409450124,0.3798210755923792,0.38148139767956246,0.35216399617706745,0.4240005409450124,0.3798210755923792,0.3882627790316922,0.3498364587124435,0.428440169721056,0.3804918037041732
arenas_678,7,79,primary,arena,250,13,0.9189531447868299,50.046390045224605,239.12496113746627,0.3182836349573825,3,0.3182836349573825,3,0.3229208086818677,3,0.34360396528118975,0.34360396528118975,0.3512925053939855,0.3491835164447103,0.3182836349573825,0.3973393507519639,0.35816557010212563,0.3491835164447103,0.3182836349573825,0.3973393507519639,0.35816557010212563,0.36194724232900777,0.3229208086818677,0.4068777320806465,0.36311016593320994
arenas_678,7,82,primary,arena,250,10,0.9407894736842105,53.44020929984994,237.9695714948562,0.33873867608875685,3,0.33873867608875685,3,0.338928931157828,3,0.35988253910519696,0.35988253910519696,0.36382584359930004,0.3684575743301559,0.33873867608875685,0.4122504715821891,0.3727988264123311,0.3684575743301559,0.33873867608875685,0.4122504715821891,0.3727988264123311,0.3772831474637714,0.338928931157828,0.4182652279127656,0.3749267737173479
arenas_678,7,85,primary,arena,250,8,0.9546742209631728,52.15719194500316,237.8675812237134,0.3417771136651126,3,0.3417771136651126,3,0.3447255075901866,3,0.3618306463844688,0.3618306463844688,0.3671861195395228,0.36795241179666976,0.3417771136651126,0.41143160762358444,0.37655629746391006,0.36795241179666976,0.3417771136651126,0.41143160762358444,0.37655629746391006,0.3780653797964805,0.3447255075901866,0.4183107319230414,0.38002814981377747
arenas_678,7,88,primary,arena,250,8,0.9546742209631728,54.02143874959594,237.4881622486547,0.36538352026961485,3,0.36538352026961485,3,0.3593443551274608,3,0.3809423152783705,0.3809423152783705,0.3797340917712573,0.39143543190073377,0.36538352026961485,0.43186544818126466,0.39243433071283873,0.39143543190073377,0.36538352026961485,0.43186544818126466,0.39243433071283873,0.39513386127661265,0.3593443551274608,0.4332908816029748,0.38976092470721274
arenas_678,7,91,primary,arena,250,13,0.9254265852117126,51.31730627657785,239.46964292083624,0.3378349939104832,3,0.3378349939104832,3,0.34159830294891746,3,0.35982857684190617,0.35982857684190617,0.36661852182385524,0.36336587947952464,0.3378349939104832,0.4108958218337183,0.37239363867481867,0.36336587947952464,0.3378349939104832,0.4108958218337183,0.37239363867481867,0.3754051223545888,0.34159830294891746,0.4196072874044602,0.3765830998516227
arenas_678,7,94,primary,arena,250,14,0.9116397621070518,50.79977188680743,240.65839628074517,0.33810537744645236,3,0.33810537744645236,3,0.34154506324409734,3,0.3637599817578198,0.3637599817578198,0.3697631577263284,0.3652480247781202,0.33810537744645236,0.4159839244370447,0.37648005763438513,0.3652480247781202,0.33810537744645236,0.4159839244370447,0.37648005763438513,0.3764530998608231,0.34154506324409734,0.4233085676968599,0.37989149489496393
arenas_678,7,97,primary,arena,250,8,0.9544344995931652,53.36536506824879,239.99145285800537,0.34943179473638764,3,0.34943179473638764,3,0.34895510728475315,3,0.36695458802557485,0.36695458802557485,0.3697129858665748,0.3773839796465329,0.34943179473638764,0.41802981177566656,0.37930335289734923,0.3773839796465329,0.34943179473638764,0.41802981177566656,0.37930335289734923,0.3846818872181049,0.34895510728475315,0.4226860736301895,0.38046449913810537
arenas_678,7,100,primary,arena,250,10,0.9407894736842105,52.82701247409941,240.05623202370552,0.3457997228623675,3,0.3457997228623675,3,0.34858478764977924,3,0.36861865334559935,0.36861865334559935,0.37425855681884185,0.3769638015999639,0.3457997228623675,0.4221454238972212,0.37965640184723054,0.3769638015999639,0.3457997228623675,0.4221454238972212,0.37965640184723054,0.3877943931390153,0.34858478764977924,0.42999379339588256,0.38289291619439997
arenas_678,7,103,primary,arena,250,12,0.9264521521103217,50.87540859156078,240.45947007279796,0.3178568755816118,3,0.3178568755816118,3,0.32143767047738275,3,0.3407342901169963,0.3407342901169963,0.3470188479952432,0.34670114734381635,0.3178568755816118,0.3932261424707876,0.35386932968049034,0.34670114734381635,0.3178568755816118,0.3932261424707876,0.35386932968049034,0.35826256697749703,0.32143767047738275,0.40141245140543075,0.3577268717275044
arenas_678,7,106,primary,arena,250,10,0.9407894736842105,52.73074610979718,240.105081724646,0.33292380245526493,3,0.33292380245526493,3,0.33595250578335073,3,0.3540146740138626,0.3540146740138626,0.36033849667816015,0.3656240228275593,0.33292380245526493,0.4054697286994825,0.3673290124661546,0.3656240228275593,0.33292380245526493,0.4054697286994825,0.3673290124661546,0.37636439802603716,0.33595250578335073,0.4142277394961871,0.37127813700706436
arenas_678,7,109,primary,arena,250,13,0.9191068042974511,53.51437218309065,238.53846176871792,0.3473781083224027,3,0.3473781083224027,3,0.3487127476604286,3,0.37184529271542965,0.37184529271542965,0.3763128222273245,0.377516982950118,0.3473781083224027,0.425688718541067,0.382616023025025,0.377516982950118,0.3473781083224027,0.425688718541067,0.382616023025025,0.3871644187359776,0.3487127476604286,0.4320445028512159,0.3845407202321043
arenas_678,7,112,primary,arena,250,13,0.9191068042974511,54.13141497792649,229.96035057861937,0.39239689457743965,3,0.39239689457743965,3,0.3763955912914371,3,0.4083222409027657,0.4083222409027657,0.3973296839202974,0.4193996018857034,0.39239689457743965,0.4603400579302026,0.41683852012012396,0.4193996018857034,0.39239689457743965,0.4603400579302026,0.41683852012012396,0.41220013645858955,0.3763955912914371,0.4519191888910155,0.4048485037073719
arenas_678,7,115,primary,arena,250,15,0.9037387193811774,50.61258363905012,237.76622826695996,0.3341719068171143,3,0.3341719068171143,3,0.33883775963855034,3,0.35896754973411554,0.35896754973411554,0.3662584503998757,0.36113800675645397,0.3341719068171143,0.4109810625503371,0.3698055478151252,0.36113800675645397,0.3341719068171143,0.4109810625503371,0.3698055478151252,0.37393707038884694,0.33883775963855034,0.419798476575586,0.37453915993022036
arenas_678,7,118,primary,arena,250,12,0.9264521521103217,50.54598478608792,235.65528214091054,0.3649619649087284,3,0.3649619649087284,3,0.3651154007362382,3,0.3854484749379584,0.3854484749379584,0.3885755997758155,0.39172028675525583,0.3649619649087284,0.4348333466367375,0.3976415901879416,0.39172028675525583,0.3649619649087284,0.4348333466367375,0.3976415901879416,0.3996183693882363,0.3651154007362382,0.4398999274467042,0.3985457579269302
arenas_678,8,62,primary,arena,250,5,0.9746985570270804,47.59918534441605,227.87838789001017,0.11858187891082417,3,0.11858187891082417,3,0.12565057891488554,3,0.11765209915008522,0.11765209915008522,0.11856519831051508,0.16201271242259707,0.11858187891082417,0.1361559818413942,0.1802618844956293,0.16201271242259707,0.11858187891082417,0.1361559818413942,0.1802618844956293,0.16371204123577743,0.12565057891488554,0.13189325351109485,0.18242542843256085
arenas_678,8,65,primary,arena,250,8,0.9546742209631728,52.49058498090902,241.1539937682308,0.10712956589694039,3,0.10712956589694039,3,0.11194585591816762,3,0.10754374276311869,0.10754374276311869,0.10792379435065394,0.14785727354509595,0.10712956589694039,0.13525601725845413,0.17373237668592337,0.14785727354509595,0.10712956589694039,0.13525601725845413,0.17373237668592337,0.15186099967470088,0.11194585591816762,0.1335213303500519,0.17522231982532946
arenas_678,8,68,primary,arena,250,5,0.9746985570270804,51.3846219902851,242.71353763881095,0.12400747755206608,3,0.12400747755206608,3,0.12350991771299198,4,0.11356672634570422,0.11356672634570422,0.11339559299153477,0.1548761708284268,0.12400747755206608,0.1259817497937156,0.17740664159582403,0.1548761708284268,0.12400747755206608,0.1259817497937156,0.17740664159582403,0.15764673609358063,0.12819001093681293,0.12350991771299198,0.17913142103475982
arenas_678,8,71,primary,arena,250,4,0.9811690859160455,53.66597937390144,240.49463895934852,0.11051823462323102,4,0.11051823462323102,4,0.10969878766314427,4,0.08829175598719574,0.08829175598719574,0.08874004232062624,0.14244468188003764,0.12552531182767526,0.11051823462323102,0.1576808509018774,0.14244468188003764,0.12552531182767526,0.11051823462323102,0.1576808509018774,0.14487264107332515,0.12795905895801887,0.10969878766314427,0.16058178602563214
arenas_678,8,74,primary,arena,250,7,0.9614535233888777,50.200709064948036,237.24831406279307,0.11951295837607309,3,0.11951295837607309,3,0.12676177502549354,3,0.11288476069476418,0.11288476069476418,0.11356431259436801,0.15428532531335057,0.11951295837607309,0.13497267380027464,0.17350860158889006,0.15428532531335057,0.11951295837607309,0.13497267380027464,0.17350860158889006,0.15665662149381118,0.12676177502549354,0.13159826091558263,0.1756758298310213
arenas_678,8,77,primary,arena,250,8,0.9546742209631728,52.454424171182474,239.53091031797962,0.10787006996524814,3,0.10787006996524814,3,0.11351251515380395,3,0.10337054403406146,0.10337054403406146,0.10484686910624562,0.1469381159309157,0.10787006996524814,0.13330947716304758,0.16838287310698263,0.1469381159309157,0.10787006996524814,0.13330947716304758,0.16838287310698263,0.1514266187849016,0.11351251515380395,0.13120871164797882,0.17129855755918574
arenas_678,8,80,primary,arena,250,7,0.9614535233888777,49.16543936561833,232.53534510249318,0.11981474002723119,3,0.11981474002723119,3,0.12553922869880263,3,0.11691298736861622,0.11691298736861622,0.11778677816393203,0.16211358212358692,0.11981474002723119,0.13655963009712418,0.17621019764853466,0.16211358212358692,0.11981474002723119,0.13655963009712418,0.17621019764853466,0.1640744875192375,0.12553922869880263,0.13356254548208799,0.17857678293410925
arenas_678,8,83,primary,arena,250,12,0.9264521521103217,51.245021545284644,234.34191570329773,0.11732868618003452,3,0.11732868618003452,3,0.12336328035967196,3,0.11089652000798392,0.11089652000798392,0.11202180829751394,0.15537986596798437,0.11732868618003452,0.13661624979111778,0.16951223796200615,0.15537986596798437,0.11732868618003452,0.13661624979111778,0.16951223796200615,0.158556922667818,0.12336328035967196,0.1338738632402638,0.17209969713881737
arenas_678,8,86,primary,arena,250,6,0.9681274900398407,49.18563387665101,229.21874317253983,0.1199804712584143,4,0.1199804712584143,4,0.11839385401059105,4,0.10579749626187823,0.10579749626187823,0.1102848188163165,0.14365844383726362,0.12086576449935492,0.1199804712584143,0.1772534746081823,0.14365844383726362,0.12086576449935492,0.1199804712584143,0.1772534746081823,0.1498277891597152,0.1289041673004097,0.11839385401059105,0.1813181192313077
arenas_678,8,89,primary,arena,250,6,0.9681274900398407,48.03008010799201,229.1714376631133,0.12628988507825997,3,0.12628988507825997,3,0.12994362212820149,4,0.11651538888339025,0.11651538888339025,0.11977915735524894,0.15293439371672884,0.12628988507825997,0.13206440441540193,0.1776595013123726,0.15293439371672884,0.12628988507825997,0.13206440441540193,0.1776595013123726,0.15766564741441275,0.1338033549743502,0.12994362212820149,0.18197004760948848
arenas_678,8,92,primary,arena,250,5,0.9746985570270804,51.86453492402955,230.85067186480663,0.1301903960961965,3,0.1301903960961965,3,0.12355545493958138,4,0.10887415751053518,0.10887415751053518,0.10493259365962543,0.14768724760554533,0.1301903960961965,0.13116028250383968,0.17424060110438122,0.14768724760554533,0.1301903960961965,0.13116028250383968,0.17424060110438122,0.14781971629489063,0.12484468852237905,0.12355545493958138,0.17400475115232322
arenas_678,8,95,primary,arena,250,8,0.9546742209631728,45.57367670618772,220.19416415697887,0.13560019250295702,4,0.13560019250295702,4,0.13463806519637378,4,0.12646626018614907,0.12646626018614907,0.13179449181677672,0.15946392126536935,0.1383591425787,0.13560019250295702,0.18453557666239084,0.15946392126536935,0.1383591425787,0.13560019250295702,0.18453557666239084,0.1646583352231453,0.14723272250285918,0.13463806519637378,0.1906648847817631
arenas_678,8,98,primary,arena,250,8,0.9546742209631728,52.51861479856075,225.08062746517294,0.11856604730774917,3,0.11856604730774917,3,0.11894453753445916,3,0.10098838722637239,0.10098838722637239,0.1041000651426765,0.15311765777966432,0.11856604730774917,0.13381820245302395,0.16525511671402832,0.15311765777966432,0.11856604730774917,0.13381820245302395,0.16525511671402832,0.15771346465769664,0.11894453753445916,0.13346269702288072,0.17047843509844046
arenas_678,8,101,primary,arena,250,8,0.9546742209631728,52.70005708163605,241.7018345329418,0.10755874517288568,3,0.10755874517288568,3,0.1115203112172831,3,0.11297836337375959,0.11297836337375959,0.11152409707216492,0.16164274233537063,0.10755874517288568,0.14347209412058262,0.1715774800260292,0.16164274233537063,0.10755874517288568,0.14347209412058262,0.1715774800260292,0.16402781220848114,0.1115203112172831,0.1404441989075202,0.17213174633828265
arenas_678,8,104,primary,arena,250,9,0.947787069141342,51.74321365541667,241.55272302064463,0.12635502444626265,3,0.12635502444626265,3,0.1320338188321973,3,0.11917931681864599,0.11917931681864599,0.11889026981394359,0.16066150389888528,0.12635502444626265,0.1358947962198629,0.17738098117797582,0.16066150389888528,0.12635502444626265,0.1358947962198629,0.17738098117797582,0.1621964358737703,0.1320338188321973,0.13257930134130078,0.17871874176269462
arenas_678,8,107,primary,arena,250,11,0.933678756476684,54.06780824863927,241.9636290302899,0.1042781416654018,3,0.1042781416654018,3,0.10823146756079981,3,0.1061564160364613,0.1061564160364613,0.10603941791565712,0.15753766709924774,0.1042781416654018,0.1418376957967459,0.1663915203048446,0.15753766709924774,0.1042781416654018,0.1418376957967459,0.1663915203048446,0.16106241214108313,0.10823146756079981,0.14081371637903325,0.1676327224776788
arenas_678,8,110,primary,arena,250,7,0.9614535233888777,50.63185526719564,233.40221503602336,0.11705749561435004,3,0.11705749561435004,3,0.12329384482692063,3,0.10769280210321418,0.10769280210321418,0.10997280392365658,0.15101452797779402,0.11705749561435004,0.13137341525224666,0.16979153226373467,0.15101452797779402,0.11705749561435004,0.13137341525224666,0.16979153226373467,0.15530485369611047,0.12329384482692063,0.12942816486784986,0.17328811155945328
arenas_678,8,113,primary,arena,250,6,0.9681274900398407,53.678455382845506,237.64980102484608,0.1165802738717492,3,0.1165802738717492,3,0.11378770585283071,3,0.10674633971083308,0.10674633971083308,0.10315342500859975,0.15805143819316336,0.1165802738717492,0.1439715388739909,0.16277022259718116,0.15805143819316336,0.1165802738717492,0.1439715388739909,0.16277022259718116,0.15993164164389076,0.11378770585283071,0.13825944966258572,0.1625842093339216
arenas_678,8,116,primary,arena,250,8,0.9546742209631728,51.4867563145469,239.20561634691987,0.13457300660539673,4,0.13457300660539673,4,0.13116750760240792,4,0.11619161398170341,0.11619161398170341,0.11512383445788359,0.15246272815533674,0.14099479427451242,0.13457300660539673,0.17647006036596113,0.15246272815533674,0.14099479427451242,0.13457300660539673,0.17647006036596113,0.1552240924051652,0.13809609494301214,0.13116750760240792,0.1770236040535779
arenas_678,8,119,primary,arena,250,5,0.9746985570270804,49.33217219813759,231.72061573675836,0.11581411462490966,3,0.11581411462490966,3,0.12345541368431423,3,0.10656242351630751,0.10656242351630751,0.10999505071105359,0.14655988716172894,0.11581411462490966,0.12862605391730814,0.17256689176263765,0.14655988716172894,0.11581411462490966,0.12862605391730814,0.17256689176263765,0.1522030967081518,0.12345541368431423,0.126653771693765,0.17651537775361212
seen,1,0,primary,arena,250,22,0.8471337579617835,56.05541204911926,241.42490664692212,0.15456722179735002,3,0.15456722179735002,3,0.15450003166423731,3,0.18741092573698942,0.18741092573698942,0.19312177794208507,0.22957377341874366,0.15456722179735002,0.22395425946288447,0.22913821884870442,0.22957377341874366,0.15456722179735002,0.22395425946288447,0.22913821884870442,0.23698106978101072,0.15450003166423731,0.23507415777996282,0.2309929022087979
seen,1,15,primary,arena,250,23,0.8377132319041033,56.763244611721056,242.58397562914266,0.15513833926153206,3,0.15513833926153206,3,0.15399116002218308,3,0.18919193071018092,0.18919193071018092,0.19317749889578759,0.23190377845429574,0.15513833926153206,0.22275347582744018,0.23134805598236427,0.23190377845429574,0.15513833926153206,0.22275347582744018,0.23134805598236427,0.23866265187679184,0.15399116002218308,0.2320593755387384,0.23215225616336665
seen,1,30,primary,arena,250,20,0.8641037103263299,56.54613238711089,242.26869795988102,0.1551874283754415,3,0.1551874283754415,3,0.1547192339207194,3,0.18919337396836902,0.18919337396836902,0.1933594706514141,0.23270392395893189,0.1551874283754415,0.22400664753848828,0.2300345172537683,0.23270392395893189,0.1551874283754415,0.22400664753848828,0.2300345172537683,0.23909271607631788,0.1547192339207194,0.23269256254945594,0.2313614599783527
seen,1,45,primary,arena,250,22,0.8471337579617835,54.50876900514523,231.76082274887227,0.1505464103081614,3,0.1505464103081614,3,0.15308005222883123,3,0.18798398009376166,0.18798398009376166,0.1942225080672562,0.23166755313940143,0.1505464103081614,0.22799240299065324,0.22527900779160964,0.23166755313940143,0.1505464103081614,0.22799240299065324,0.22527900779160964,0.2402967489821761,0.15308005222883123,0.2363126723012837,0.22977094521999888
