index,episode,map,start,action,psnr_dec,lpips_dec,copy_psnr_dec,latent_mse,hud_psnr_dec,psnr_raw,lpips_raw,copy_psnr_raw,vae_psnr,vae_lpips,hud_psnr_raw,hud_vae_psnr
48,0,16,48,5,24.112777709960938,0.32541587948799133,22.491622924804688,0.35002657771110535,36.5811767578125,23.47710418701172,0.338650643825531,22.04863739013672,31.34088134765625,0.04755931347608566,30.88228988647461,31.66307830810547
69,0,16,69,15,22.271018981933594,0.4203144609928131,20.82839584350586,0.3325291574001312,33.01720428466797,21.677772521972656,0.4332319498062134,20.374792098999023,30.05573272705078,0.05052303522825241,30.23240089416504,32.428611755371094
88,0,16,88,7,20.380615234375,0.4956164062023163,19.006425857543945,0.36889663338661194,33.71921920776367,20.04755401611328,0.5034877061843872,18.745433807373047,31.028152465820312,0.04302008077502251,30.529701232910156,32.2767333984375
154,0,16,154,15,20.41311264038086,0.429751992225647,20.116455078125,0.3911212384700775,35.18023681640625,19.652254104614258,0.43318071961402893,19.42350959777832,27.215662002563477,0.04149084910750389,30.85776138305664,31.70648193359375
156,0,16,156,6,19.30044174194336,0.3518023192882538,20.3896484375,0.3938920497894287,34.43931198120117,18.59026527404785,0.36527523398399353,19.50452995300293,26.764507293701172,0.045700281858444214,31.72466468811035,32.477806091308594
308,0,16,372,22,19.56181526184082,0.510211706161499,19.037662506103516,0.43842124938964844,31.247804641723633,19.052785873413086,0.5359537601470947,18.570573806762695,27.65076446533203,0.06694433838129044,30.360546112060547,30.41274642944336
322,0,16,386,9,21.97284507751465,0.42915189266204834,20.425966262817383,0.4051891267299652,30.67230987548828,20.85029411315918,0.45114266872406006,19.569124221801758,26.30496597290039,0.07125372439622879,29.259605407714844,31.488731384277344
452,0,16,516,9,18.61811065673828,0.48365676403045654,17.968952178955078,0.41558071970939636,31.221954345703125,17.89734649658203,0.49256789684295654,17.316463470458984,25.180194854736328,0.06129251420497894,28.399093627929688,29.385061264038086
536,0,16,600,15,18.671724319458008,0.45993489027023315,13.901985168457031,0.40506720542907715,29.6060791015625,18.023881912231445,0.4597194790840149,13.667448043823242,26.30674171447754,0.0467318519949913,27.15306282043457,28.213970184326172
701,0,16,765,9,13.444971084594727,0.4792649745941162,15.859834671020508,0.4732505977153778,27.708358764648438,13.178312301635742,0.49896562099456787,15.429349899291992,25.198070526123047,0.06609655171632767,25.229585647583008,27.977054595947266
