index,episode,map,start,action,psnr_dec,lpips_dec,copy_psnr_dec,latent_mse,hud_psnr_dec,psnr_raw,lpips_raw,copy_psnr_raw,vae_psnr,vae_lpips,hud_psnr_raw,hud_vae_psnr
190,0,1,501,9,25.429533004760742,0.225467249751091,22.282604217529297,0.297372430562973,34.04959487915039,23.672405242919922,0.24133530259132385,21.341745376586914,27.643390655517578,0.0657937228679657,31.169452667236328,33.550445556640625
302,0,1,709,7,19.393112182617188,0.3246120810508728,17.518787384033203,0.33023908734321594,34.61985778808594,18.656824111938477,0.3298265039920807,16.97745704650879,26.53158187866211,0.06289460510015488,29.06010627746582,29.239351272583008
441,1,2,7,9,22.804271697998047,0.45019906759262085,19.046802520751953,0.40773534774780273,33.93461608886719,20.961091995239258,0.4704335033893585,18.17165756225586,24.45183753967285,0.1003507673740387,31.687313079833984,32.47004318237305
503,1,2,69,28,15.937213897705078,0.47964367270469666,15.925165176391602,0.5010696053504944,32.01012420654297,15.594806671142578,0.4818093180656433,15.574895858764648,27.053386688232422,0.050316352397203445,30.650243759155273,33.09893798828125
507,1,2,73,2,21.240524291992188,0.34337007999420166,17.398826599121094,0.32372838258743286,36.71015167236328,19.973236083984375,0.3628828525543213,16.798974990844727,25.194095611572266,0.0686391144990921,32.619956970214844,33.255088806152344
713,1,2,343,22,17.575016021728516,0.4390978217124939,16.12302589416504,0.4409617483615875,38.21959686279297,17.1409969329834,0.4575492739677429,15.775821685791016,26.532459259033203,0.056520186364650726,33.88545227050781,34.3028678894043
757,1,2,387,6,25.308645248413086,0.22390088438987732,20.533523559570312,0.27357420325279236,35.95493698120117,24.124889373779297,0.23415729403495789,20.023649215698242,29.159757614135742,0.04191017523407936,31.688152313232422,33.505313873291016
777,1,2,407,9,22.91006851196289,0.2727946639060974,18.606002807617188,0.3260722756385803,39.09556198120117,22.05181121826172,0.2881243824958801,18.20374870300293,28.167789459228516,0.05915290489792824,32.04050827026367,32.22050476074219
789,1,2,419,7,22.46538543701172,0.3637816905975342,20.8261661529541,0.37444135546684265,36.58177947998047,21.883380889892578,0.37006813287734985,20.42902946472168,30.351755142211914,0.05457375943660736,30.643844604492188,30.651037216186523
875,1,2,537,22,21.827289581298828,0.3517877161502838,20.67559051513672,0.3826291263103485,25.356159210205078,21.09602165222168,0.3619367182254791,20.059175491333008,27.976247787475586,0.0503377765417099,24.830284118652344,32.634002685546875
918,1,2,580,5,23.626258850097656,0.1789637953042984,23.48273468017578,0.3190320134162903,35.408660888671875,21.754236221313477,0.19402959942817688,21.627105712890625,25.360794067382812,0.08304668962955475,32.22526931762695,33.202842712402344
